,ao_ad,ao_adex,ao_adn,ao_ate,ao_cc,ao_dd,ao_ddc,ao_ddi,ao_ddin,ao_ddn,ao_ddnn,ao_lst,ao_nni,ao_nnin,ao_od,ao_odi,ao_odin,ao_odn,ao_odnn,ao_odnnn,ao_oth,ao_slr,ba_cn,fp_yr,name,ricf_oid
24,"1,100,000.00","13,531.07",0.00,"5,150,492.28","4,513,842.51","1,100,000.00",0.00,"1,100,000.00",0.00,0.00,0.00,"6,061,646.14",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"215,016.75","408,101.95",河南省见义勇为基金会,2016,河南省见义勇为基金会,2153.0
25,"500,000.00","2,300.00",0.00,"505,110.23","501,418.60","500,000.00","500,000.00",0.00,0.00,0.00,0.00,"529,465.41",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"1,391.63",0.00,陕西国运教育慈善基金会,2016,陕西国运教育慈善基金会,3167.0
26,"495,185.33","8,003.00",0.00,"479,747.00","471,744.00","495,185.33","60,217.00","434,968.33",0.00,0.00,0.00,"5,068,303.64",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,辽宁省辽宁石油化工大学教育发展基金会,2016,辽宁省辽宁石油化工大学教育发展基金会,3031.0
27,"2,010,960.50","6,189.23",0.00,"656,189.23","650,000.00","2,010,960.50","10,960.50","2,000,000.00",0.00,0.00,0.00,0.00,null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,浙江爱彼此公益基金会,2016,浙江爱彼此公益基金会,5345.0
28,0.00,"14,539.82",0.00,"539,420.22","508,600.00",0.00,0.00,0.00,0.00,0.00,0.00,"3,143,809.53",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280.40,"16,000.00",河南省宝桥助学基金会,2016,河南省宝桥助学基金会,2117.0
29,"70,000.00","9,104.50",0.00,"384,556.13","349,752.00","70,000.00","70,000.00",0.00,0.00,0.00,0.00,"4,095,739.35",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,408.43,"25,291.20",陕西省世联慈善基金会,2016,陕西省世联慈善基金会,3181.0
30,"199,009.00","3,280.54",0.00,"203,280.54","200,000.00","199,009.00","199,009.00",0.00,0.00,0.00,0.00,"2,027,946.08",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,辽宁省周延慈善基金会,2016,辽宁省周延慈善基金会,3007.0
31,"7,181,402.90","226,845.88",0.00,"11,130,996.23","10,861,454.30","7,181,402.90","7,181,402.90",0.00,0.00,0.00,0.00,"12,100,670.23",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,"42,696.05",沈阳市职工爱心慈善基金会,2016,沈阳市职工爱心慈善基金会,2034.0
32,"5,201,568.00","150,883.29",0.00,"5,524,184.59","5,204,448.30","5,201,568.00","11,568.00","5,190,000.00",0.00,0.00,0.00,"5,633,600.56",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,"168,853.00",陕西省红十字基金会,2016,陕西省红十字基金会,3206.0
33,"2,035,000.00",0.00,0.00,"4,966,985.60","4,948,000.00","2,035,000.00",0.00,"2,035,000.00",0.00,0.00,0.00,"2,505,742.00",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"18,985.60",苍南县人民教育基金会,2016,苍南县人民教育基金会,2879.0
34,"2,002,600.00",0.00,0.00,"2,639,067.98","2,399,345.14","2,002,600.00","2,600.00","2,000,000.00",0.00,0.00,0.00,"2,954,228.89",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"239,722.84",中国保护黄河基金会,2016,中国保护黄河基金会,3460.0
35,"194,500.00","8,336.50",0.00,"186,165.75","169,072.00","194,500.00",0.00,"194,500.00",0.00,0.00,0.00,"2,060,196.97",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"8,757.25",0.00,辽宁省辽宁水利职业学院教育基金会,2016,辽宁省辽宁水利职业学院教育基金会,3030.0
36,0.00,0.00,0.00,"58,550.11",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"338,813.63",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,100.00","57,450.11",浙江百贤亚洲未来领袖基金会,2016,浙江百贤亚洲未来领袖基金会,4223.0
37,"1,491,063.40","10,570.00",0.00,"3,391,534.22","3,380,964.22","1,491,063.40",0.00,"1,491,063.40",0.00,0.00,0.00,"3,209,379.72",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,宁波市镇海区人民教育基金会,2016,宁波市镇海区人民教育基金会,1182.0
38,"570,496,650.70",0.00,0.00,"269,716,722.76","263,737,701.06","400,448,570.46","79,891,822.02","320,556,748.44",0.00,0.00,0.00,"4,024,782,257.92",null,null,"170,048,080.24","161,837,469.69",0.00,"8,210,610.55",0.00,0.00,"-1,643,761.20","7,622,782.90",北京大学教育基金会,2016,北京大学教育基金会,563.0
39,"1,365,804.00","27,227.47",0.00,"2,323,891.69","2,160,227.60","1,365,804.00",0.00,"1,365,804.00",0.00,0.00,0.00,"94,563.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,210.00","124,226.62",云南省青年创业就业基金会,2016,云南省青年创业就业基金会,352.0
40,0.00,"97,590.71",0.00,"4,867,140.71","4,613,950.00",0.00,0.00,0.00,0.00,0.00,0.00,null,null,null,0.00,0.00,0.00,0.00,0.00,0.00,"50,000.00","105,600.00",杭州市农业技术推广基金会,2016,杭州市农业技术推广基金会,1807.0
41,"3,200,000.00","11,158.00",0.00,"598,905.14","587,747.14","3,200,000.00","3,200,000.00",0.00,0.00,0.00,0.00,"4,782,652.75",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,西安高新第一中学教育基金会,2016,西安高新第一中学教育基金会,2940.0
42,"5,600.00",0.00,0.00,"228,488.00","216,379.00","5,600.00","5,000.00",600.00,0.00,0.00,0.00,"1,856,174.38",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,"12,109.00",重庆小树公益基金会,2016,重庆小树公益基金会,4460.0
43,0.00,"5,304.00",0.00,"135,939.34","130,635.34",0.00,0.00,0.00,0.00,0.00,0.00,"170,832.21",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,浙江省人民对外友好交流基金会,2016,浙江省人民对外友好交流基金会,2253.0
44,"57,000,000.00","25,039.67",0.00,"52,141,439.67","52,002,000.00","57,000,000.00",0.00,"57,000,000.00",0.00,0.00,0.00,"239,372.59",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"40,400.00","74,000.00",福建省叶柳春教育慈善基金会,2016,福建省叶柳春教育慈善基金会,3541.0
45,"185,954.02","8,364.00",0.00,"400,634.48","392,016.00","185,954.02","155,954.02","30,000.00",0.00,0.00,0.00,"3,546,327.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,254.48,0.00,辽宁省辽宁师范大学教育基金会,2016,辽宁省辽宁师范大学教育基金会,3029.0
46,"7,387,280.00",0.00,0.00,"10,841,760.60","10,841,000.00","7,387,280.00",0.00,"7,387,280.00",0.00,0.00,0.00,"5,195,008.00",null,null,0.00,0.00,0.00,0.00,0.00,0.00,760.60,0.00,青海省汇爱公益基金会,2016,青海省汇爱公益基金会,3261.0
47,"7,721,850.00",240.00,0.00,"4,647,690.00","4,647,450.00","7,721,850.00",0.00,"7,721,850.00",0.00,0.00,0.00,"7,838,300.55",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,桐乡市人民教育基金会,2016,桐乡市人民教育基金会,1835.0
48,"12,256,729.26","11,350.20",0.00,"3,439,323.74","3,438,270.30","12,256,729.26",0.00,"12,256,729.26",0.00,0.00,0.00,"3,175,579.72",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"-25,896.76","15,600.00",温州中学教育发展基金会,2016,温州中学教育发展基金会,2477.0
49,0.00,"8,610.00",0.00,"8,610.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,815,617.43",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,贵州师范大学教育发展基金会,2016,贵州师范大学教育基金会,4260.0
50,0.00,"65,269.15",0.00,"604,260.15","528,911.00",0.00,0.00,0.00,0.00,0.00,0.00,"1,537,233.57",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"10,080.00",云南省生物多样性保护基金会,2016,云南省生物多样性保护基金会,344.0
51,"1,445,367.00","9,444.08",0.00,"421,366.10","408,320.40","1,445,367.00","445,367.00","1,000,000.00",0.00,0.00,0.00,"4,999,527.48",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,601.62",0.00,浙江省云惠公益基金会,2016,浙江省云惠公益基金会,4580.0
52,0.00,"6,895.50","379,000.00","273,476.00","216,180.50",0.00,0.00,0.00,0.00,"379,000.00",0.00,"2,095,093.91",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"50,400.00",河南省大爱文化艺术发展基金会,2016,河南省大爱文化艺术发展基金会,2113.0
53,"17,120,441.07","253,618.19","55,174.72","15,675,295.11","15,040,459.89","17,073,007.57","56,801.70","17,016,205.87","55,174.72","55,174.72",0.00,"21,537,163.76",0.00,0.00,"47,433.50",0.00,0.00,"47,433.50",0.00,0.00,0.00,"381,217.03",重庆市青少年发展基金会,2016,重庆市青少年发展基金会,3454.0
54,"16,901,105.20","147,682.99",0.00,"19,895,297.99","19,642,815.00","16,901,105.20","50,240.00","16,850,865.20",0.00,0.00,0.00,"42,771,911.72",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"104,800.00",杭州市上城区教育发展基金会,2016,杭州市上城区教育发展基金会,1800.0
55,"922,636.30","51,347.53","4,497,075.10","5,254,483.08","5,093,816.75","922,636.30","11,900.30","910,736.00","4,497,075.10","4,497,075.10",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,189.84,"109,128.96",大连市残疾人福利基金会,2016,大连市残疾人福利基金会,1048.0
56,"6,525,000.00","108,996.50",0.00,"3,306,171.54","3,032,850.00","6,525,000.00",0.00,"6,525,000.00",0.00,0.00,0.00,"377,163.10",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,545.00","162,780.04",河南省南阳张仲景基金会,2016,河南省南阳张仲景基金会,2106.0
57,0.00,"6,343.00","500,000.00","484,343.00","478,000.00",0.00,0.00,0.00,"500,000.00","500,000.00",0.00,"675,358.04",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,宁波市海曙区人民教育基金会,2016,宁波市海曙区人民教育基金会,1176.0
58,"2,000,000.00",0.00,0.00,"189,050.00","138,000.00","2,000,000.00","2,000,000.00",0.00,0.00,0.00,0.00,0.00,null,null,0.00,0.00,0.00,0.00,0.00,0.00,"25,000.00","26,050.00",宁夏回族自治区互助基金会,2016,宁夏回族自治区互助基金会,5627.0
59,"600,000.00","27,848.20",0.00,"694,428.22","600,000.00","600,000.00",0.00,"600,000.00",0.00,0.00,0.00,"2,081,413.78",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"27,680.00","38,900.02",山西省明道文物保护基金会,2016,山西省明道文物保护基金会,1340.0
60,"8,803,100.00","4,273.80",0.00,"8,579,147.15","8,351,192.35","8,803,100.00","155,100.00","8,648,000.00",0.00,0.00,0.00,"3,074,293.22",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"223,681.00",0.00,天津市尚赫公益基金会,2016,天津市尚赫公益基金会,3716.0
61,"259,374.62","5,602.94",0.00,"211,299.37","205,696.43","259,374.62","56,074.62","203,300.00",0.00,0.00,0.00,"2,375,715.54",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,浙江科技学院教育基金会,2016,浙江科技学院教育基金会,3711.0
62,"2,620,000.00","4,215.50",0.00,"2,675,327.50","2,671,112.00","2,620,000.00",0.00,"2,620,000.00",0.00,0.00,0.00,"3,865,405.55",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,浙江省人民教育基金会,2016,浙江省人民教育基金会,2254.0
63,"500,000.00","8,122.00",0.00,"533,294.46","525,177.00","500,000.00",0.00,"500,000.00",0.00,0.00,0.00,"2,103,500.32",null,null,0.00,0.00,0.00,0.00,0.00,0.00,-4.54,0.00,河北省德仁慈善基金会,2016,河北省德仁慈善基金会,2053.0
64,"91,512,586.11",0.00,"77,184.00","80,379,706.89","78,810,583.26","91,441,649.98","8,575,429.92","82,866,220.06","77,184.00","77,184.00",0.00,"94,740,223.42",null,null,"70,936.13",0.00,0.00,"70,936.13",0.00,0.00,"368,782.87","1,200,340.76",云南省青少年发展基金会,2016,云南省青少年发展基金会,351.0
65,0.00,"92,383.33",0.00,"88,042.32",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-4,341.01",0.00,浙江省讴本开放医疗与健康基金会,2016,浙江省讴本开放医疗与健康基金会,5153.0
66,"630,000.00","20,166.60",0.00,"410,257.30","369,635.70","630,000.00","330,000.00","300,000.00",0.00,0.00,0.00,0.00,null,null,0.00,0.00,0.00,0.00,0.00,0.00,455.00,"20,000.00",河北省百一大学生救助基金会,2016,河北省百一大学生救助基金会,5843.0
67,"200,000.00",735.00,0.00,"599,735.00","599,000.00","200,000.00",0.00,"200,000.00",0.00,0.00,0.00,"4,274,320.09",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,松原市公安民警优抚基金会,2016,松原市公安民警优抚基金会,1828.0
68,0.00,"653,737.94",0.00,"1,344,555.08","30,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"21,028,179.37",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,"660,817.14",陕西赵季平音乐艺术基金会,2016,陕西赵季平音乐艺术基金会,3509.0
69,0.00,0.00,0.00,"1,700.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,null,0.00,0.00,0.00,0.00,0.00,0.00,"1,700.00",0.00,邯郸市圆梦青少年发展基金会,2016,邯郸市圆梦青少年发展基金会,5566.0
70,0.00,0.00,0.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,076,194.59",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,600.00,河南省王超斌慈善基金会,2016,河南省王超斌慈善基金会,2142.0
71,"9,415,192.62",0.00,"2,234,581.50","9,920,436.38","9,063,739.13","9,415,192.62","1,700,251.88","7,714,940.74","2,234,581.50","2,234,581.50",0.00,"500,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"310,904.56","545,792.69",浙江省妇女儿童基金会,2016,浙江省妇女儿童基金会,2270.0
72,0.00,"9,276.04",0.00,"178,276.04","169,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"2,133,130.69",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,内蒙古乌拉特后旗盛安爱心济困基金会,2016,内蒙古乌拉特后旗盛安爱心济困基金会,410.0
73,0.00,"2,500.00",0.00,"1,542,549.00","1,540,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"9,074,595.50",null,null,0.00,0.00,0.00,0.00,0.00,0.00,49.00,0.00,甘肃天庆慈善基金会,2016,甘肃天庆慈善基金会,4407.0
74,"50,000.00","15,380.46",0.00,"39,278.94","46,908.00","50,000.00",0.00,"50,000.00",0.00,0.00,0.00,"125,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-23,009.52",0.00,陕西省唐大明宫遗址文物保护基金会,2016,陕西省唐大明宫遗址文物保护基金会,3186.0
75,"2,300,000.00",0.00,0.00,"2,363,426.00","2,348,000.00","2,300,000.00",0.00,"2,300,000.00",0.00,0.00,0.00,"4,268,193.97",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"15,426.00",0.00,伊金霍洛旗少数民族发展基金会,2016,伊金霍洛旗少数民族发展基金会,374.0
76,"4,645,704.40","10,330.45","3,301,124.00","8,003,759.96","7,993,429.51","4,645,704.40","105,734.00","4,539,970.40","3,301,124.00","3,301,124.00",0.00,"2,215,010.53",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,河南省羚锐老区扶贫帮困基金会,2016,河南省羚锐老区扶贫帮困基金会,2145.0
77,"133,000.00","4,552.45",0.00,"202,986.28","198,433.83","133,000.00","50,000.00","83,000.00",0.00,0.00,0.00,"2,051,073.93",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,天津市青少年科学基金会,2016,天津市青少年科学基金会,1102.0
78,"33,118,900.00",0.00,0.00,"26,026,020.92","25,235,284.75","33,118,900.00",0.00,"33,118,900.00",0.00,0.00,0.00,"23,389,396.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"790,736.17",中国西部人才开发基金会,2016,中国西部人才开发基金会,273.0
79,"2,769,245.40","14,691.55",0.00,"438,091.55","423,400.00","2,769,245.40","249,245.40","2,520,000.00",0.00,0.00,0.00,0.00,null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,辽宁省大连外国语大学教育发展基金会,2016,辽宁省大连外国语大学教育发展基金会,5351.0
80,"339,634.00","34,466.05",0.00,"348,456.89","313,990.84","239,694.00","239,694.00",0.00,0.00,0.00,0.00,"343,245.41",null,null,"99,940.00",0.00,0.00,"99,940.00",0.00,0.00,null,0.00,浙江省理想慈善基金会,2016,浙江省理想慈善基金会,2294.0
81,"500,000.00","10,699.00",0.00,"515,699.00","505,000.00","500,000.00",0.00,"500,000.00",0.00,0.00,0.00,"4,527,677.52",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,哈尔滨市公安民警救助基金会,2016,哈尔滨市公安民警救助基金会,954.0
82,"14,091.14","39,975.00",0.00,"859,323.64","816,105.70",0.00,0.00,0.00,0.00,0.00,0.00,"1,998,344.74",null,null,0.00,0.00,0.00,0.00,0.00,0.00,556.14,"2,686.80",内蒙古何文公益基金会,2016,内蒙古何文公益基金会,4812.0
83,"2,705,669.10","55,349.12",0.00,"3,412,847.66","3,069,194.27","2,705,669.10","112,713.00","2,592,956.10",0.00,0.00,0.00,"37,334,345.84",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"1,152.00","287,152.27",广西师范大学教育发展基金会,2016,广西师范大学教育发展基金会,1628.0
84,"2,090,610.60","4,446.40",0.00,"1,468,856.40","1,460,170.00","2,090,610.60","250,610.60","1,840,000.00",0.00,0.00,0.00,"1,755,689.90",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"4,240.00",0.00,慈溪市人民教育基金会,2016,慈溪市人民教育基金会,1687.0
85,0.00,"88,685.47",0.00,"4,604,685.47","4,390,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"54,758,443.74",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,"126,000.00",天合公益基金会,2016,天合公益基金会,1056.0
86,"1,063,799.00","14,068.87",0.00,"1,143,982.17","1,057,298.30","1,063,799.00","222,000.00","841,799.00",0.00,0.00,0.00,"10,769,461.99",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,15.00,"72,600.00",浙江省关心桥教育公益基金会,2016,浙江省关心桥教育公益基金会,4085.0
87,"7,794,624.30",0.00,"168,000.00","3,915,067.92","3,702,382.22","7,794,624.30","2,189,670.80","5,604,953.50",0.00,"168,000.00","168,000.00","7,307,337.29",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"26,370.00","186,315.70",象山县人民教育基金会,2016,象山县人民教育基金会,2956.0
88,"921,300.00","4,347.00",0.00,"460,659.00","451,512.00","680,000.00","680,000.00",0.00,0.00,0.00,0.00,"921,300.00",null,null,"241,300.00",0.00,0.00,"241,300.00",0.00,0.00,0.00,"4,800.00",南安市李德茂教育基金会,2016,南安市李德茂教育基金会,825.0
89,0.00,"4,000.00",0.00,"1,005,000.00","1,001,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"135,455.23",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,宁波市见义勇为基金会,2016,宁波市见义勇为基金会,1179.0
90,0.00,"10,739.16",0.00,"197,687.34",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,883,455.68",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"135,463.18","51,485.00",陕西存义公益基金会,2016,陕西存义公益基金会,3170.0
91,"2,000,000.00",630.00,0.00,"160,646.00","160,000.00","2,000,000.00","2,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,内蒙古伊利公益基金会,2016,内蒙古伊利公益基金会,4953.0
92,0.00,0.00,0.00,"350,060.00","350,060.00",0.00,0.00,0.00,0.00,0.00,0.00,"4,849,569.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,河北省青年就业创业基金会,2016,河北省青年就业创业基金会,2076.0
93,"146,173.70","3,779.75",0.00,"141,257.75","137,478.00","146,173.70","46,173.70","100,000.00",0.00,0.00,0.00,0.00,null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,浙江爱在延长炎症性肠病基金会,2016,浙江爱在延长炎症性肠病基金会,5343.0
94,"1,970,390.77","30,156.00",0.00,"356,776.00","326,620.00","1,970,390.77","57,700.00","1,920,390.77",0.00,0.00,0.00,"4,080,370.00",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,内蒙古纳贡蒙医公益基金会,2016,内蒙古纳贡蒙医公益基金会,4998.0
95,0.00,"20,095.29",0.00,"381,895.29","357,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"2,790,292.77",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,800.00",泉州九中柳文拐助学奖学奖教基金会,2016,泉州九中柳文拐助学奖学奖教基金会,2167.0
96,"300,000.11","25,905.96",0.00,"416,921.85","372,181.89","300,000.11",0.00,"300,000.11",0.00,0.00,0.00,"1,265,913.40",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,934.00","15,900.00",云南众筹爱国拥军基金会,2016,云南众筹爱国拥军基金会,4281.0
97,"99,657,883.00",0.00,0.00,"72,392,276.36","71,887,789.00","99,657,883.00",0.00,"99,657,883.00",0.00,0.00,0.00,"9,572,263.24",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"504,487.36",0.00,援助西藏发展基金会,2016,援助西藏发展基金会,3397.0
98,"4,716,260.00","73,767.50",0.00,"1,479,350.00","1,405,582.50","4,716,260.00","3,714,815.00","1,001,445.00",0.00,0.00,0.00,"13,326,278.86",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,辽宁省辽宁大学教育基金会,2016,辽宁省辽宁大学教育基金会,3026.0
99,"1,674,662.11","22,883.54",0.00,"4,213,879.20","4,069,635.66","1,664,262.11","1,451,462.11","212,800.00",0.00,0.00,0.00,"36,690,231.33",0.00,0.00,"10,400.00",0.00,0.00,"10,400.00",0.00,0.00,0.00,"121,360.00",爱慕公益基金会,2016,爱慕公益基金会,2668.0
100,"2,604,999.16","3,598.00",0.00,"2,195,542.58","2,191,944.58","1,891,000.00",0.00,"1,891,000.00",0.00,0.00,0.00,"3,556,052.23",0.00,0.00,"713,999.16",0.00,0.00,"713,999.16",0.00,0.00,null,0.00,浙江大学城市学院教育基金会,2016,浙江大学城市学院教育基金会,4200.0
101,0.00,0.00,0.00,"177,708.00","176,108.00",0.00,0.00,0.00,0.00,0.00,0.00,"503,138.76",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"1,600.00",0.00,杭州市萧山区见义勇为基金会,2016,杭州市萧山区见义勇为基金会,1818.0
102,"2,100.00","41,393.00",0.00,"211,393.00","152,000.00","2,100.00","2,100.00",0.00,0.00,0.00,0.00,"603,888.17",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,"18,000.00",朝阳市人民法官救助基金会,2016,朝阳市人民法官救助基金会,1794.0
103,"1,633,958.00",0.00,0.00,0.00,0.00,"1,633,958.00",0.00,"1,633,958.00",0.00,0.00,0.00,0.00,null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,宁夏大学教育发展基金会,2016,宁夏大学教育发展基金会,5626.0
104,"939,968.00","1,779,866.95","3,020,000.00","3,933,183.42","2,063,519.51","300,000.00",0.00,"300,000.00",0.00,"3,020,000.00","3,020,000.00","20,691,205.74",null,null,"639,968.00",0.00,0.00,"639,968.00",0.00,0.00,"-8,641.84","98,438.80",李可染艺术基金会,2016,李可染艺术基金会,1798.0
105,800.00,"65,011.80",0.00,"1,102,100.17","945,387.87",800.00,800.00,0.00,0.00,0.00,0.00,"2,227,664.56",null,null,0.00,0.00,0.00,0.00,0.00,0.00,900.50,"90,800.00",甘肃省治理荒漠化基金会,2016,甘肃省治理荒漠化基金会,2705.0
106,"5,056,356.10","20,394.30",0.00,"5,167,635.88","4,998,900.00","5,056,356.10","736,356.10","4,320,000.00",0.00,0.00,0.00,"2,211,311.54",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,780.02","146,561.56",河北精英教育基金会,2016,河北精英教育基金会,2079.0
107,"563,500.00","29,588.50",0.00,"2,257,544.54","2,067,120.00","563,500.00",0.00,"563,500.00",0.00,0.00,0.00,"2,932,468.51",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"51,247.74","109,588.30",天津市老年基金会,2016,天津市老年基金会,1097.0
108,"5,778,825.13","84,142.52",0.00,"10,611,699.86","6,008,528.00","1,057,214.00","17,214.00","1,040,000.00",0.00,0.00,0.00,"57,858,915.90",null,null,"4,721,611.13","4,721,611.13",0.00,0.00,0.00,0.00,"4,108,937.34","410,092.00",南安市芙蓉基金会,2016,南安市芙蓉基金会,827.0
109,"3,000,000.00","57,534.64",0.00,"3,935,844.67","3,686,138.45","3,000,000.00","3,000,000.00",0.00,0.00,0.00,0.00,"45,482,510.26",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"192,171.58",陈嘉庚科学奖基金会,2016,陈嘉庚科学奖基金会,3160.0
